Vballkid77|9:42 PM - 14 Nov 2015|Oh and screw you @DWStweets for scheduling the #DemDebate on a saturday when im usually running errands, missed todays #firedws
ub2bad2|9:42 PM - 14 Nov 2015|Since the Democrats Put  Illegal Aliens Over U.S Citizens they should run in Mexico #DemDebate #WakeUpAmerica #VoteEmOut
NeilWarner88|9:42 PM - 14 Nov 2015|Can't get over awfulness of @HillayClinton using 9/11 to evade Wall St donors question.Satire-level stuff, worst kind of politics #DemDebate
GloomandDoom1|9:42 PM - 14 Nov 2015|#DemDebate: #Hillary Too Divisive, Too Willing to Say Anything to be Elected, Too Poll Tested, Too 1990s, Too Ambitious~#msnbc #foxnews #nyt
FunWithDick|9:42 PM - 14 Nov 2015|Both debates Hill has mentioned Lehman Bros. hand in Financial corruption/failed to mention theyre 1 of her top all time contribs #DemDebate
realMarquisY|9:42 PM - 14 Nov 2015|Forgot and missed the #DemDebate but from what I heard there was no true winner. Which seems to always be the case. pic.twitter.com/xn9GH9zbbB
jonahDmartin80|9:42 PM - 14 Nov 2015|Seriously. #DemDebate #Bernie2016 and #Hillary2016    Can anyone give me one reason Hillary is better?  No female, not her turn. Real issues
BGWhite42|9:42 PM - 14 Nov 2015|@connixoH I agree. It would have been nice to see one of them tonight. #demdebate
serenapetrie|9:42 PM - 14 Nov 2015|Why do 'dem debates keep happenin'?  #DemDebate #dumbjokes
webtoptrends|9:42 PM - 14 Nov 2015|1.#DemDebate 2.#1DLDNsession 3.#PrayForParis 4.Francia 5.#ISIS  15/11/2015 06:42 #WebTT pic.twitter.com/BJdVSDkrSd
TweetsfromBAR|9:42 PM - 14 Nov 2015|If I was running for President, all I would say at the debate is free wifi. #DemDebate
Diane_7A|9:42 PM - 14 Nov 2015|When I was governor of Maryland, we killed baby Hitler. #DemDebate pic.twitter.com/AOLZGZ4uA0
Xubex|9:42 PM - 14 Nov 2015|RT FoxNews: .SenSanders: I was determined to do everything that I could to make VA healthcare the best in the world. #DemDebate
zachhaller|9:42 PM - 14 Nov 2015|Predictable: Search #DemDebate on #Twitter and the top/promoted/photo result is from **Forbes** **already** announcing HILLARY CLINTON WINS
XManSV|9:42 PM - 14 Nov 2015|#DemDebate pic.twitter.com/Tm2nBHZMUx
BolanosGaleth|9:42 PM - 14 Nov 2015|In my opinion #Sanders performed best but I wouldn't say #Clinton or #O'Malley lost. Great job to all the candidates. #DemDebate
TrendTopicsUSA|9:42 PM - 14 Nov 2015|Virginia Beach  1 #DemDebate 2 #UFC193 3 Baylor 4 Baker Mayfield 5 #WELOVELUKEBECAUSE 6 Stanford 8 Big 12 pic.twitter.com/5cP2WimDfU
michael_lanoue|9:42 PM - 14 Nov 2015|Weak performance by @HillaryClinton #DemDebate #CNN #Reuters
AntonioArellano|9:42 PM - 14 Nov 2015|How did you watch the #DemDebate?
LarsLarsonShow|9:42 PM - 14 Nov 2015|RT @hardwork_010: Bernie Sanders advocating for putting money in the hands of working people. #DemDebate #DebateWithBernie by stealing it
na_donovan|9:42 PM - 14 Nov 2015|RT @NRA: RT if you're tired of politicians who spout gun fiction but call it gun fact. #DemDebate pic.twitter.com/6jzlpgrI6h
Tombx7M|9:42 PM - 14 Nov 2015|Separated at birth. #DemDebate #tcot #wakeupAmerica #ccot #pjnet pic.twitter.com/EzH7bVNiUK
38_28_38|9:42 PM - 14 Nov 2015|#DemDebate I also think an #emoprog at @Slate wrote this shameful distortion of what really transpired. @admiralmpj pic.twitter.com/4ZScWpEwVp
discount71|9:42 PM - 14 Nov 2015|#DemDebate
aushutterbug|9:42 PM - 14 Nov 2015|Watch football  drink wine  watch the #DemDebate 
LilSouthernSass|9:42 PM - 14 Nov 2015|@PJMedia_com #DemDebate = Trifecta of WTF America?
taradublinrocks|9:42 PM - 14 Nov 2015|I was working & missed #DemDebate, but the emails from @BernieSanders & @HillaryClinton say they're both gonna be President somehow #GoDems
GovtsTheProblem|9:42 PM - 14 Nov 2015|@JohnnyCarlino I gotta be honest. I didn't watch even 1 minute of #DemDebate. And I feel fantastic.
EricMrozek|9:41 PM - 14 Nov 2015|Price fixing drugs?! WTF? #DemDebate
JoeDunn8|9:41 PM - 14 Nov 2015|.@HillaryClinton will attack 12 year old girls to defend child rapists but she's got arms wide open for Muslim terrorists. #DemDebate
_AshleyKirkland|9:41 PM - 14 Nov 2015|Downing coffee and Cheerios before the #DemDebate 
LamarMF|9:41 PM - 14 Nov 2015|Hillary seems trapped between trying to be a politician and a state actor.  #DemDebate
AmethystV|9:41 PM - 14 Nov 2015|Authenticity is such a rare quality in politics. I trust #BernieSanders as a person, a man, & a prez #FeelTheBern @BernieSanders #DemDebate
los_olaya|9:41 PM - 14 Nov 2015|Hillary Clinton using 9/11 to justify her #WallStreet campaign donations is disgusting. #DemDebate #BernieSanders #HillaryClinton
Roxie75Dj|9:41 PM - 14 Nov 2015|I don't believe we are at war with Islamic terrorists,Hillary Clinton.Really? They are at war with us. They want all of us to die.#DemDebate
AmeilaThinks|9:41 PM - 14 Nov 2015|First the #DemDebate and now #UFC193 , this is turning out to be quite the Saturday night.
VenterMitt|9:41 PM - 14 Nov 2015|If you can count on two fingers how much money you have, that's the American dream baby! #KeepVoting ! #DemDebate
aisha_yousaf|9:41 PM - 14 Nov 2015|#DemDebate viewing party in support of #BernieSanders at #CasbahCafe pic.twitter.com/OHitnqT9ni
JoshTheNubian|9:41 PM - 14 Nov 2015|#DemDebate ? More like #DemBoyz up to something
drugmonkeyblog|9:41 PM - 14 Nov 2015|Hillary came way too close to saying all lives matter for comfort. #demdebate
LadyArtemisC|9:41 PM - 14 Nov 2015|#MartinOMalley You did great Awesome Go Go Go! #DemDebate #DemocraticDebate #2016election
JesusForBernie|9:41 PM - 14 Nov 2015|Bernie is winning online opinion polls by astonishingly HUGE numbers - much larger than the last debate. #DebateWithBernie #DemDebate
XManSV|9:41 PM - 14 Nov 2015|#DemDebate pic.twitter.com/0lPsyCzJhm
ladyjulbug|9:41 PM - 14 Nov 2015|#DebateWithBernie be like:    & @HillaryClinton be like:  @BernieSanders @SymoneDSanders #DemDebate #FeeltheBern
Zeke__the__Geek|9:41 PM - 14 Nov 2015|I honestly feel bad for @MartinOMalley like he doesn't even stand a chance #DemDebate
wealthissimple|9:41 PM - 14 Nov 2015|Ever notice socialism never solves the problems it say it will? They have high poverty rates, inequality, and wealth disparity. #DemDebate
NMPolenciewicz|9:41 PM - 14 Nov 2015|Who won the CBS Democratic Debate? #DemDebate
Lar28841|9:41 PM - 14 Nov 2015|#DemDebate these candidates answers are scary as hell.
SPJKT48|9:41 PM - 14 Nov 2015|#KCA #VoteJKT48ID indiecitizn: WTF did Hillary just say that Russia is behind and has a role in keeping the extremists in power? #DemDebate
andirabintang95|9:41 PM - 14 Nov 2015|#KCA #VoteJKT48ID indiecitizn: WTF did Hillary just say that Russia is behind and has a role in keeping the extremists in power? #DemDebate
sequinhappyplac|9:41 PM - 14 Nov 2015|im #watching @TheMiddle_ABC on @FOXTV and #loving every #minute #DemDebate #UFC193 #MTVStars #XFactor #XFactorLiveShows @RealBenCarson
XManSV|9:41 PM - 14 Nov 2015|#DemDebate pic.twitter.com/tbyVAPoEdV
BernPerson|9:41 PM - 14 Nov 2015|@jacarafish thanks for liking my #DemDebate live tweeting! Will you help our people by joining our Birdlitical Revolution?
zachhaller|9:40 PM - 14 Nov 2015|If anyone knows a twitter account of an unbiased, considerate, thoughtful, reasoned supporter of @HillaryClinton? I see none. #DemDebate
NurseWell|9:40 PM - 14 Nov 2015|#DemDebate #FeelTheBern #Election2016 What if everyone did this?#APWU pic.twitter.com/lWQEtSLaBD
fanaticraven|9:40 PM - 14 Nov 2015|@TalKopan @HotlineJosh @caseycapachi Saw this too much here in MD. OweMalley Worst Governor Ever. #DemDebate
annbeth22845|9:40 PM - 14 Nov 2015|#DemDebate ...I can't believe what I'm reading! Do any of you have anything of substance to say?
GarrettMcInnis|9:40 PM - 14 Nov 2015|Even the highlight reel from tonight's #DemDebate is boring. Everyone in room, including Hillary's opponents, already knows how it ends.
PositivelyJoan|9:40 PM - 14 Nov 2015|Clinton harps gun lobby b/c 1 Enjoys disinfo (lies ab Bernie 2 Uses her Repub emergency scare tactics Go after s.b. like did Iraq #DemDebate
BrianJMather|9:40 PM - 14 Nov 2015|@pattonoswalt #DemDebate  Thanks for the clarification
XManSV|9:40 PM - 14 Nov 2015|#DemDebate pic.twitter.com/J6dWc0IxMk
robotclinton|9:40 PM - 14 Nov 2015|@HillaryClinton #DemDebate I hope I was satisfactory in my performance tonight.
DemiOf_The_Dead|9:40 PM - 14 Nov 2015|I thought #DemDebate said #DemiDebate... And I was like PEOPLE ARE FIGHTING OVER ME?!
rlgrothe|9:40 PM - 14 Nov 2015|#demdebate Republicans bored with dem debate, too much respect, logic and compassion. They need more hate, fear & obnoxiousness to follow.
KyleneWalker|9:40 PM - 14 Nov 2015|I wish the presidential race were between Bernie and Hillary.  The Republicans should be there to sell popcorn. #DemDebate
cpcline|9:40 PM - 14 Nov 2015|Media proclaims Clinton wins debate, they are trying to control the narrative. #FeelTheBern #DemDebate
fizapirani|9:40 PM - 14 Nov 2015|I am really enjoying this #DemDebate. #LateTweet
FunWithDick|9:40 PM - 14 Nov 2015|Lehman Brothers are one of Hillarys top all time contributors, yet she failed to mention that... again #DemDebate pic.twitter.com/MIdIkiG0Mn
XManSV|9:40 PM - 14 Nov 2015|#DemDebate pic.twitter.com/9EhsA5icyX
evil_avatar|9:40 PM - 14 Nov 2015|Climate change is directly related to the rise of global terrorism - Bernie Sanders. #DemDebate What a genius. pic.twitter.com/HI0uIDinaH
BernPerson|9:40 PM - 14 Nov 2015|@meme_asaurus thanks for sharing my #DemDebate live tweeting! Will you help our people by joining our Birdlitical Revolution?
JohnNWalters413|9:40 PM - 14 Nov 2015|#WomensRights #DemDebate #cbsdebate pic.twitter.com/qibJf95gQO
jasterlaf|9:40 PM - 14 Nov 2015|#DemDebate It's sad that the OBVIOUS best major candidate has no real chance in our system: @DrJillStein
hashtagsonpanel|9:40 PM - 14 Nov 2015|#Pakistan Top Trends 1. Europe 2. #SBvWW 3. #DemDebate 15/11/15,10:35 am PST
hashtagsonpanel|9:40 PM - 14 Nov 2015|#karachi Top Trends 4. #MuslimsAreNotTerrorist 5. #DemDebate 6. #IMissThatTime 15/11/15,10:34 am PST
prashan_55|9:40 PM - 14 Nov 2015|Apparently @HillaryClinton just needs to show up to win a #DemDebate #FeelTheBern #Sanders2016
_wyatt|9:40 PM - 14 Nov 2015|Who won the #DemDebate? 
DaveGruger|9:40 PM - 14 Nov 2015|Would really like to see a  #DemDebate hosted on fox!  What is the DNC afraid of, the RNC does it on dem friendly news media...
Diane_7A|9:40 PM - 14 Nov 2015|There's no grain in those pyramids. #DemDebate pic.twitter.com/34ECjL0rBF
hashtagsonpanel|9:40 PM - 14 Nov 2015|Pakistan trends at 10:33: #SBvWW, #DemDebate, Kane Williamson, #ParisAttacks, ISIS, #IMissThatTime, #FoundationDayISF, Europe
TTMobile_ca|9:40 PM - 14 Nov 2015|TT CANADA 01:40 1.#UFC193 2.#DemDebate 3.#ThenIFellInLove 4.#WELOVELUKEBECAUSE 5.Martin Raymond 6.#EDMvsLAK 7.Reimer 8.Cecily Strong
TTmobile_|9:40 PM - 14 Nov 2015|TT ITALIA 06:40 1.#DemDebate 2.#1DLDNsession 3.#PrayForParis 4.Francia 5.#ISIS 6.#MadeInTheAM 7.Fallaci 8.Siria 9.Giubileo 10.Marsigliese
BernPerson|9:40 PM - 14 Nov 2015|@uber_taco thanks for liking my #DemDebate live tweeting! Will you help our people by joining our Birdlitical Revolution?
XManSV|9:40 PM - 14 Nov 2015|#DemDebate pic.twitter.com/1VRyYf4jMb
TTMobile_us|9:40 PM - 14 Nov 2015|TT USA 09:40 1.#DemDebate 2.#UFC193 3.Baylor 4.#WELOVELUKEBECAUSE 5.Baker Mayfield 6.Stanford 7.#ThenIFellInLove 8.#ARKvsLSU 9.Big 12
BernPerson|9:40 PM - 14 Nov 2015|@CoolestCannabis thanks for liking my #DemDebate live tweeting! Will you help our people by joining our Birdlitical Revolution?
smithbm12|9:40 PM - 14 Nov 2015|Friend just sent me photo of @Caitlyn_Jenner at Garden Night Club. #DemDebate #Debateafterdark pic.twitter.com/TzNBI0rHhF
BernPerson|9:39 PM - 14 Nov 2015|@KAIJUKING23 thanks for liking my #DemDebate live tweeting! Will you help our people by joining our Birdlitical Revolution?
XManSV|9:39 PM - 14 Nov 2015|#DemDebate pic.twitter.com/kNm4UwV8zm
zachhaller|9:39 PM - 14 Nov 2015|Can I start a parallel twitter account where I support @HillaryClinton in a dignified, honest, sincere way? As an exercise? #DemDebate
Mawm|9:39 PM - 14 Nov 2015|Again an unscientific poll. You should try to understand the difference. Why do you hate science? @verumaeternus #DemDebate #ImWithHer
ultimatecj|9:39 PM - 14 Nov 2015|Liberals that criticized George W Bush for invading Iraq but support #HillaryClinton when she voted to invade Iraq are hypocrites #DemDebate
LARoss|9:39 PM - 14 Nov 2015|But I would categorize this migraine the #DemDebate gave me as #severe 
BridgetFahey3|9:39 PM - 14 Nov 2015|It's kind of surreal to watch the #DemDebate onTV while knowing that it is taking place a mere 5 minute walk from my dorm
hors_doeuvre|9:39 PM - 14 Nov 2015|Would give anything to learn #rousey's pre-fight prep involved watching #demdebate, getting fired up over min wage #feelthebern
TwoBitGamer1|9:39 PM - 14 Nov 2015|Something you'll never hear at #DemDebate. If you are 45, work 40 hours a week, make minimum wage..... you're no good at the game of life
XManSV|9:39 PM - 14 Nov 2015|#DemDebate pic.twitter.com/4w3T7qj5l7
danalathim|9:39 PM - 14 Nov 2015|@CBSNews #HillaryClinton FOR #PRESIDENT A WONDERFUL PERFORMANCE IN THE #DemDebate U GO GIRL @HillaryClinton
SphallSteve1245|9:39 PM - 14 Nov 2015|Bernie has to polish his debate skills. He does not come across very poised. #DemDebate
txnet|9:39 PM - 14 Nov 2015|#tcot #ccot #pjnet If there was such a thing as White privilege, wouldn't it be evident in the # of Whites on the #DemDebate.. Oh wait...
LAmaleCA|9:39 PM - 14 Nov 2015|Should Bernie see a DENTIST and get his TEETH WHITENED? #DemDebate
AHuelsenbeck|9:39 PM - 14 Nov 2015|I am now more interested in Martin OMalley than I was. More about principles, less about agendas. #DemDebate
perry_jul|9:39 PM - 14 Nov 2015|2 NNU RNs R Bernie canvassin buds now,Joann/Chicago & Leonora/Kansas City #DemDebate @NationalNurses @BernieSanders pic.twitter.com/yli5AiWNZ6
Altibalba|9:39 PM - 14 Nov 2015|@PortalZigZag not even close #DemDebate
BernPerson|9:39 PM - 14 Nov 2015|@amerhandan thanks for liking my #DemDebate live tweeting! Will you help our people by joining our Birdlitical Revolution?
gordiehartel|9:39 PM - 14 Nov 2015|@davecatanese if wasn't for the US, Isis wouldn't have such a stronghold in the Middle East #DemDebate
Anewhomestar|9:39 PM - 14 Nov 2015|Hillary at #demdebate Do not try and bed the spoon. That's impossible....... It's not the spoon that bends - only ourselves
AmalieNash|9:39 PM - 14 Nov 2015|.@DMRegister's @KObradovich did a great job tonight as co-moderator of #DemDebate. pic.twitter.com/0hhbL02iNk
houseofwachs|9:39 PM - 14 Nov 2015|Who won the #DemDebate?
BernPerson|9:39 PM - 14 Nov 2015|@AquaGrlXoXo thanks for liking my #DemDebate live tweeting! Will you help our people by joining our Birdlitical Revolution?
SteveBattaglio|9:39 PM - 14 Nov 2015|Real time @twitter reaction to #DemDebate  on @CBSNLive @latimespolitics @latimesbiz @latimesent pic.twitter.com/zqqA74PAL7
kelsey_kremer|9:39 PM - 14 Nov 2015|A few more photos from the spin room before I sign off for the night. #DemDebate pic.twitter.com/t3jycnLKJ3
TheSolarSpirit|9:39 PM - 14 Nov 2015|#Hillary's motivation is the personal accomplishment & hunger for power, #BernieSanders wants a #revolution for #WeThePeople. #DemDebate
TysonManker|9:39 PM - 14 Nov 2015|I believe that we will win. #FeelTheBern #DebateWithBernie #DemDebate cc: @NationalNurses pic.twitter.com/OcBwxD3Ajj
JoeDunn8|9:39 PM - 14 Nov 2015|It's touching to watch a cold bitch like @HillaryClinton tell us she wants to coddle Muslim terrorists. #DemDebate #nhpolitics #iapolitics
kansai2kansas|9:39 PM - 14 Nov 2015|But overall, in the #DemDebate, #BernieSandersWins #DemDebate #berniesaiditfirst
scooterrat|9:39 PM - 14 Nov 2015|Government intervention caused the 2008 economic crisis not capitalism. #DemDebate
BernPerson|9:39 PM - 14 Nov 2015|@Not_Moria thanks for liking my #DemDebate live tweeting! Will you help our people by joining our Birdlitical Revolution?
Gr8hitsneverdie|9:39 PM - 14 Nov 2015|Who won the debate? The rich person that represents even more rich people who think money makes them gods. #DemocraticDebate #DemDebate
TrendTopicsUSA|9:39 PM - 14 Nov 2015|Tucson  1 #DemDebate 2 #UFC193 3 Baylor 4 Baker Mayfield 5 #WELOVELUKEBECAUSE 6 Stanford 7 #ThenIFellInLove pic.twitter.com/OVsYVImZwU
cp2austin|9:39 PM - 14 Nov 2015|@HillaryClinton once again showed that she is ready to be our next President! We'll be in good hands w/ her! #DemDebate #ImWithHer
BernPerson|9:39 PM - 14 Nov 2015|@sivanaggywife19 thanks for liking my #DemDebate live tweeting! Will you help our people by joining our Birdlitical Revolution?
eSamira|9:39 PM - 14 Nov 2015|@ezraklein great analysis of #DemDebate
anthodisasto2|9:39 PM - 14 Nov 2015|@JimmyPrinceton I don't support any union that gives money to hillary Clinton #DemDebate #cnn
BernPerson|9:39 PM - 14 Nov 2015|@MarikaWho thanks for liking my #DemDebate live tweeting! Will you help our people by joining our Birdlitical Revolution?
animaniacnews|9:39 PM - 14 Nov 2015|Baylor , Big 12 , #DemDebate , Cecily Strong , #WELOVELUKEBECAUSE , Baker Mayfield , #ARKvsLSU , #ThenIFellInLove
BernPerson|9:39 PM - 14 Nov 2015|@WIinVT thanks for liking my #DemDebate live tweeting! Will you help our people by joining our Birdlitical Revolution?
BreakingBiff|9:38 PM - 14 Nov 2015|The word revolution is older and more wrinkled than my grandfather's gray Irish balls  #DemDebate
TrendieUK|9:38 PM - 14 Nov 2015|Trending United Kingdom 05:38 AM GMT 1. #UFC193 2. #DemDebate 3. #JanoskianatorHonestHour 4. Whittaker 5. #SuperGT 6. #CCLadiesUCI
BernPerson|9:38 PM - 14 Nov 2015|@NatJoElle90 thanks for liking my #DemDebate live tweeting! Will you help our people by joining our Birdlitical Revolution?
mediagonebad|9:38 PM - 14 Nov 2015|Media are portraying Hillary as sounding presidential in #DemDebate. She is a professional bullshitter who will say anything to win.
FoggyTrails|9:38 PM - 14 Nov 2015|@BernieSanders came across as the clear choice to be a President who won't start disastrous wars; he'll consider consequences. #DemDebate
abveggie44|9:38 PM - 14 Nov 2015|Watching the #DemDebate makes me believe that America will remain Great!
BrendaR10096757|9:38 PM - 14 Nov 2015|@JosephOHern @MartinOMalley #SandersOMalley2016 impressive #demdebate
BernPerson|9:38 PM - 14 Nov 2015|@oohlalapetite thanks for liking my #DemDebate live tweeting! Will you help our people by joining our Birdlitical Revolution?
ryanward87|9:38 PM - 14 Nov 2015|Search #DemDebate and look at the images section. See all those polls? Yes. See all the ones with Hillary in the lead? No. ...Exactly.
GenericMike5885|9:38 PM - 14 Nov 2015|Syracuse thinks @BernieSanders won the #DemDebate tonight. pic.twitter.com/9VKJlUCtBK
StevilEmpire|9:38 PM - 14 Nov 2015|The contrast of quality between the Republican and Democratic debates is stark. I hope the American people recognize that. #DemDebate
Tombx7M|9:38 PM - 14 Nov 2015|The democrats have a hard time calling this what it is. Islamic terrorism. #DemDebate #ParisAttacks #tcot #pjnet pic.twitter.com/Yxd6Ca8pUa
richellevross|9:38 PM - 14 Nov 2015|I think Hillary felt the Bern on Wall Street connection. #Demdebate
KatieSample1|9:38 PM - 14 Nov 2015|I'm thrilled tonight b/c anybody on that stage would make a fine president. Shout out to @MartinOMalley for some great answers. #DemDebate
ReneNow|9:38 PM - 14 Nov 2015|#SNL s @meetthepress IN Not sure what's the better fight tonight,Rousey vs Holm or Clinton vs Bernie #DemDebate #FTN pic.twitter.com/PFXOu9VzDl
Tgsachse|9:38 PM - 14 Nov 2015|@BernieSanders the media may declare Hillary the victor on Monday, but the people side with Bernie! #DemDebate pic.twitter.com/GOtX27mO5D
PlummerDeborah|9:38 PM - 14 Nov 2015|The best! Thanks Drake! #DemDebate @donnabrazile the nicest person I have ever met! pic.twitter.com/KiSLSSrXxV
moriartybell|9:38 PM - 14 Nov 2015|I'd like to see the candidates tell us how they will do what they aspire to do. Lack of specificity is troubling. #DemDebate
BernPerson|9:38 PM - 14 Nov 2015|@agunn thanks for liking my #DemDebate live tweeting! Will you help our people by joining our Birdlitical Revolution?
robotclinton|9:38 PM - 14 Nov 2015|@MartinOMalley #DemDebate Weak human.
drugmonkeyblog|9:38 PM - 14 Nov 2015|Purists may hate Clintonian triangulation but it worked. I must reconcile this.  #DemDebate
TerraSwOfficial|9:38 PM - 14 Nov 2015|#DemDebate  With these debates sweeping the nation, there can't be a more perfect time to check out TerraSweeper - Minesweeper reimagined.
sbchampions|9:38 PM - 14 Nov 2015|@Forbes stop sucking on Hillary's tit! #DemDebate
harrysmom1|9:38 PM - 14 Nov 2015|@pattonoswalt omalley is pretty hot. but i'm still for bernie #DemDebate #FeelTheBern
FabioPiscicelli|9:38 PM - 14 Nov 2015|#DemDebate @BernieSanders: WINNER on all fronts. Silver to @MartinOMalley and bronze to @HillaryClinton.
ThePortlandBlog|9:38 PM - 14 Nov 2015|Paris Trends #DemDebate #ParisAttacks Bataclan #UFC193 #ONPC #Cavs Krys Harden La France
JaymieGonzales7|9:38 PM - 14 Nov 2015|To all @BernieSanders stans who say internet polls are better than real polls.  #Hillary2016 #DemDebate pic.twitter.com/JI2caRHWNP
RodneySoundscan|9:38 PM - 14 Nov 2015|@Elflin @HillaryIn2016  Win, what did she win, the favor of the oligarchs and #WallStreet #Demdebate
PortlyGeorge|9:38 PM - 14 Nov 2015|The 9/11 comment did confirm one thing, Hillary will do anything to become president, which is sadly a prerequisite. #DemDebate
BanTorture|9:38 PM - 14 Nov 2015|HRC sobs, Bernie Sanders impugned my integrity! But it's human nature: when people give you stuff, you want to give them stuff. #DemDebate
markrahner|9:38 PM - 14 Nov 2015|Simply for being the only one to call the system corrupt, @BernieSanders won the #DemDebate.
JoeDunn8|9:38 PM - 14 Nov 2015|Question for @HillaryClinton: Why reach out to Muslim countries?  They'll be flying planes again into our buildings in no time. #DemDebate
Shoq|9:38 PM - 14 Nov 2015|The problem is, voters intuitively know we don't elect presidents of only Wall Street, Free Tuition, or the word Revolution. #DemDebate
aliteralmind|9:38 PM - 14 Nov 2015|@BernieSanders #DemDebate Take a good look before it disappears: pic.twitter.com/iEzGrKmvKk
VoxPopuli526|9:38 PM - 14 Nov 2015|#DemDebate Hillary has probably secured the nomination. In the wreckage she'll have united a badly divided GOP.Kasich can exploit this split
dreaflynn|9:38 PM - 14 Nov 2015|.@HillaryClinton: we believe in @PPact, #climatechange &  equal pay for equal work... They don't believe in any of it. #DemDebate
dangainor|9:38 PM - 14 Nov 2015|Dem plan to defeat #ISIS is cross between lose and surrender. #DemDebate
ub2bad2|9:37 PM - 14 Nov 2015|Democrats Cant Win with Just Latino Votes Citizen Workers shouldn't vote for more #job stealing Illegal #immigration #DemDebate
tarafdavis|9:37 PM - 14 Nov 2015|Had the world not been watching, Hillary would have blamed the #Paris terrorist executions of a 129 people, on a You Tube video. #DemDebate
rachpetes|9:37 PM - 14 Nov 2015|They scheduled the #DemDebate wrong. It was supposed to be the day before on Friday the 13th.
paladinette|9:37 PM - 14 Nov 2015|Just donated $114.11 to @BernieSanders in honor of his huge win at #DemDebate #DebateWithBernie
JPhilipMoser|9:37 PM - 14 Nov 2015|@CBSNews I think you meant #DemDebate
TrendieCA|9:37 PM - 14 Nov 2015|Trending Canada 01:37 AM AST 1. #UFC193 2. #DemDebate 3. #ThenIFellInLove 4. #WELOVELUKEBECAUSE 5. Martin Raymond 6. #EDMvsLAK 7. Reimer
Elflin|9:37 PM - 14 Nov 2015|Most parents must have gone to bed, a lot of children GOP on #DemDebate now
_meg_atron|9:37 PM - 14 Nov 2015|A little blurry, but watched the debate with Caitlyn Jenner tonight...yes this actually happened #DemDebate pic.twitter.com/96kPIMNppv
LandEel|9:37 PM - 14 Nov 2015|What?  Net immigration from Mexico since 2010 is actually less than zero?  Don't they know we're handing out free stuff? #DemDebate
ToastFace23|9:37 PM - 14 Nov 2015|Martin O'Malley is something out of the Hall Of Presidents. I keep waiting for him to fall backwards at the knees like Lincoln. #DemDebate
notforsale2016|9:37 PM - 14 Nov 2015|@BernieSanders for the record my favorite line of the debate was the business model of Wall Street is fraud. #DemDebate
2AFan|9:37 PM - 14 Nov 2015|#DemDebate can someone tell me how a gun registry stops mass shootings?  Waiting with popcorn.  #2A #NRA #gunsense
robotclinton|9:37 PM - 14 Nov 2015|@BernieSanders #DemDebate Weak human.
Mmmmduhhhhh|9:37 PM - 14 Nov 2015|#DebateWithBernie #demdebate vernier pic.twitter.com/vU4WGOaKLu
TheValuesVoter|9:37 PM - 14 Nov 2015|I for one am disgusted watching video after sickening video of innocent people being shot and/or beheaded by Global Warming. #DemDebate
AutumnNAlston|9:37 PM - 14 Nov 2015|Moral of the #DemDebate : don't try and push talking points on Hillary. She WILL school you #ImWithHer
couerfidele|9:37 PM - 14 Nov 2015|@IAMMGraham @CigarCityClub @IcarusPundit ...#DemDebate survival kit  pic.twitter.com/TZ5TsdoIfs
keroEX|9:37 PM - 14 Nov 2015|Really, the debate was between Sanders and HRC. O'Malley had ONE good hit and it was about Trump. Smh #DemDebate
3_patton|9:37 PM - 14 Nov 2015|#DemDebate pic.twitter.com/PTvdWmfW8K
WesGrover|9:37 PM - 14 Nov 2015|#DemDebate #BernieSanders really say that plumbers, electricians and carpenters aren't in the middle class? #OutOfTouchWithAmerica #clueless
BlkProgressive|9:37 PM - 14 Nov 2015|#HillaryClinton has been wrong on foreign affairs wrong on wallstreet wrong on campg fin reform but #ImWithHer? #FeelTheBern #DemDebate
MiraLuisDC|9:37 PM - 14 Nov 2015|Spotted at #DemDebate: #TeamLepow, tribute to @BDLepow, w/ @awestabrams, miss you man, thx to @twitter event socks pic.twitter.com/FX4k08WEFn
benice21127|9:37 PM - 14 Nov 2015|@brownsugar7878 @deray Dr. Carson. Obama has a white mom. Dr. Carson went from poverty to Yale.  An amazing African American! #DemDebate
connixoH|9:37 PM - 14 Nov 2015|Being a wise leader and performing well in a televised debate are two unrelated skills though. #DemDebate
sfines|9:37 PM - 14 Nov 2015|@politico @jdickerson is an incredible journalist #DemDebate
sinsofadam|9:37 PM - 14 Nov 2015|@LibertyBundle : skipped the #DemDebate to watch #UFC193 . I'm sure free college was brought up more than once, though.
38_28_38|9:37 PM - 14 Nov 2015|#DemDebate Hillary > Clinton Clinton's also sharing donations w/Dem races  @WakingUpFrank @tommyxtopher @tomwatson pic.twitter.com/v3TgrAmQxg
EricMrozek|9:37 PM - 14 Nov 2015|Got to the radical Islam segment. *downs the bottle* #DemDebate
debrapalermo|9:37 PM - 14 Nov 2015|NO! NO! NO! How is it even possible that I had NO idea there was a #DemDebate tonight? Shocked and mad! F*CK! Go @HillaryClinton! #ImWithHer
Christians4HRC|9:37 PM - 14 Nov 2015|Amen! She proved again tonight the type of president she will be, one that we need. #DemDebate #Christians4Hillary pic.twitter.com/knUYEpUszh
jamezdhawaii|9:37 PM - 14 Nov 2015|Glass-Steagall: just a proxy for Clinton Treas Sec R.Rubin working to exempt derivatives from #CFTC regs that led directly to '08.#DemDebate
Not_Cronkite|9:37 PM - 14 Nov 2015|@_ErikaHarold Not hearing ANYTHING specific from any candidate in #DemDebate
