zebeilkemcc|8:09 PM - 14 Nov 2015|#DemDebate  night #iamwithher pic.twitter.com/LaRxQak2iy
efultang|8:09 PM - 14 Nov 2015|The Adults' debate is over. All 3 candidates did well. @BernieSanders campaign to reform campaign finance laws is much needed.  #DemDebate
beany90|8:09 PM - 14 Nov 2015|well my last thought about #DemDebate are that it was a success. i'm proud of all three candidates. :)
Porter_2type|8:09 PM - 14 Nov 2015|#DemnDebate MA woman first to receive prosthetic through Heather Abbott Foundation #DemDebate #pjnet
teddavid|8:09 PM - 14 Nov 2015|@johndickerson Nice job. Well done. #DemDebate
ForrestDunbarAK|8:09 PM - 14 Nov 2015|I just got back from the gym. Who won the #DemDebate?
car_rems|8:09 PM - 14 Nov 2015|#DemDebate #DemnDebate Pregnant wife of an Indianapolis pastor was shot and killed #RT
ChloeStoker|8:09 PM - 14 Nov 2015|.@HillaryClinton pulled out the big s tonight. You know I'm talking about them pearls  #DemDebate pic.twitter.com/G4UcVVZKaG
JosephChez|8:09 PM - 14 Nov 2015|#DemDebate @MartinOmalley calls Trump CarnavalBarker. Trump calls Omalley a clown. The world calls Trump a vulture. pic.twitter.com/3FSWvDxTiJ
KatieMcGintyPA|8:09 PM - 14 Nov 2015|I agree w Democratic candidates that priority needs to be helping the middle class get ahead, including raising the minimum wage. #DemDebate
signofthemol602|8:09 PM - 14 Nov 2015|Invoking my gender to gain my support is boring, #Clinton. I'm done with the empty rhetoric and emotional appeals #DemDebate #Bernie2016
HurricaneLake|8:09 PM - 14 Nov 2015|@CBSNLive Thanks for that beautiful stream of #DEMDEBATE.  Loved the twitter feed on the side and the most tweeted-about graph below.
ShannonLoma_xx|8:09 PM - 14 Nov 2015|#DemDebate Koch brothers reduce spending estimate #DemnDebate #ccot
LisaForKansas|8:09 PM - 14 Nov 2015|I was thrilled that we had a debate moderator that set firm boundaries with candidates (unlike some GOP moderators) #DemDebate
The_Patriot_V|8:09 PM - 14 Nov 2015|#DemDebate pic.twitter.com/aet2Kg2VeT
Lutzy26|8:09 PM - 14 Nov 2015|#DemDebate 4 days of gun deaths in America happened in one day in one city, Paris. Compassion and peace is needed. Muslim lives matter too.
ZeroSevenWes|8:09 PM - 14 Nov 2015|amazing what happens when your candidates are asked about specifics and they don't feed you a hot take... #DemDebate
porcyk|8:09 PM - 14 Nov 2015|And the winner of the #DemDebate is... this Washington-grown Tempranillo. #thinkglobaldrinklocal
johnfscanlon|8:09 PM - 14 Nov 2015|How quickly we forget the threat from homegrown terrorists #WatchingTheNews #DemDebate
_MelonGirl_|8:09 PM - 14 Nov 2015|#DemDebate 2016 Presidential Hopefuls Offer Views on University of Missouri Protests #DemnDebate #tcot
soldier4Him|8:09 PM - 14 Nov 2015|Bernie and Hillary think other countries should handle ISIS, but America should handle the refugees ISIS caused??? #DemDebate
Demosthenes417|8:09 PM - 14 Nov 2015|Bernie's like 'WALL STREET?? PUT ME IN COACH!' #BernieSanders @BernieSanders #DemDebate
PAGilchrist|8:09 PM - 14 Nov 2015|Retweeted Anna Kendrick (@AnnaKendrick47):  O'Malley sounds like he's selling jewelry on the home shopping network. #DemDebate
bitchnotbasic|8:09 PM - 14 Nov 2015|.@KingofLomarre @Iowa4Bernie Trump all the way. What a pathetic, impotent #DemDebate
MRBenchwarmer|8:09 PM - 14 Nov 2015|Sure we R nation of immigrants when immigrants were not a threat to national security THis #WorldWar3 #ParisAttacks #DemDebate #Trump2016 
mandyekeroth|8:09 PM - 14 Nov 2015|Hillary took a lot of shots but held her own. O'Malley did somewhat better than I expected. Bernie stayed strong to his message #DemDebate
stonthat|8:09 PM - 14 Nov 2015|Sorry, Democrats. But btwn #DemDebate and #UFC193 I'm going w/ @ufc
dominicholden|8:09 PM - 14 Nov 2015|The winner of the #DemDebate?  The GOP, by virtue of having more interesting debates. It helps they have 600 people on stage, but still.
garywhitta|8:09 PM - 14 Nov 2015|Catching up on #DemDebate - that must be the briefest moment of silence in history. Network TV!
always_vote|8:09 PM - 14 Nov 2015|@attn what Bernie Sanders said and then Hillary Clinton followup where she agreed, said: I couldn't have said that better myself#DemDebate
bassclefbabe|8:09 PM - 14 Nov 2015|Hillary: Am I losing? Wait, what? Did I mention 9/11, woman, terror, gender, twin towers? #DemDebate @enhrsc was crushing it 2nite
Bernie2K16|8:09 PM - 14 Nov 2015|Hillary campaign manager: Hillary is the only person who cares about the middle class.  Sure. Sure.  #DemDebate
GyverG|8:09 PM - 14 Nov 2015|Now its the time the Bernie base votes over and over on online polls to post everywhere online lol #DemDebate #BernieSanders #HillaryClinton
CPat11|8:09 PM - 14 Nov 2015|Hilary invoking 9/11 when attacked on her SuperPac was a pathetic Hail Mary to try and make Bernie look bad for bringing it up. #DemDebate
TeresaWAsh69|8:09 PM - 14 Nov 2015|#DemDebate pic.twitter.com/6ga9PCVrCM
OIFSandSailor|8:09 PM - 14 Nov 2015|#DemDebate hearing Democrats discuss fighting #Terrorism is like watching fat people discuss training for Mr. Olympia while they eat fries.
SkepticCash|8:09 PM - 14 Nov 2015|Coming up! #DemDebate @CBS which commercial break was your favorite?
MattJCarlson2|8:09 PM - 14 Nov 2015|#DemDebate #DemocraticDebate #BernieSanders #Bernie2016 pic.twitter.com/Buh31aGLZg
thedansimonson|8:09 PM - 14 Nov 2015|skipping this #DemDebate: @SenSanders rules, everyone else sucks, and I had homeworks to grade, beers to drink
ShannonLoma_xx|8:09 PM - 14 Nov 2015|#DemDebate #DemnDebate Security heightened outside French consulate #RT
olivernoodle|8:09 PM - 14 Nov 2015|@Shupette wonder how many holes in the ozone hillarys hair sprayed do's have caused? #Craters #DemDebate #climatechange #globalwarming
DerekkGregory|8:09 PM - 14 Nov 2015|#DemDebate #DemnDebate Yale students wear black to support students at University of Missouri  #gop
TheStevenConger|8:09 PM - 14 Nov 2015|The #ACA doesn't make insurance affordable; it merely subsidizes it. #DemDebate
citizenhorse|8:09 PM - 14 Nov 2015|My cats were pretty content with the #DemDebate but are all in agreement @BernieSanders wins!! pic.twitter.com/xxpOoAXgmD
briezzzee|8:09 PM - 14 Nov 2015|You know your Saturday night is lit when you end it with the #DemDebate and a poptart.
meredithshiner|8:09 PM - 14 Nov 2015|Exchange between Bernie Sanders and Hillary Clinton on Wall Street and campaign finance was top social moment of #DemDebate per Facebook
fanaticraven|8:09 PM - 14 Nov 2015|@WSJPolitics There's no difference between the three of these idiots. #DemDebate
ynotkissme|8:09 PM - 14 Nov 2015|I want that immigrant bashing carnival barker for President!  #DemDebate @realDonaldTrump #makeAmericagreatagain
Noksocow|8:09 PM - 14 Nov 2015|@TheYoungTurks Tough, but I'll go with trump this round #DemDebate
TheTempleofRaj|8:09 PM - 14 Nov 2015|@wendmyoung I think you might have something in your beard. #DemDebate
akis_matoulas|8:09 PM - 14 Nov 2015|#BernieSanders is the most radical and at the same time the most reasonable candidacy that #US citizens have had in years #DemDebate
Junnawyn|8:09 PM - 14 Nov 2015|See Republicans?  This is how grown-ups debate.  Great job Dems!  @HillaryClinton still has my support.  #DemDebate
trayf|8:09 PM - 14 Nov 2015|Bernie:  The political revolution is about is bringing people together to finally say enough is enough. OK! How? When? Where? #DemDebate
mikerotman|8:09 PM - 14 Nov 2015|Bernie Sanders just sent me an email. His emails used to ask me for $3 now $100. I'm hoping to haggle him down to $27.50 #Jews #DemDebate
MaxMagnasco|8:09 PM - 14 Nov 2015|What a moron, im sorry. Sanders claims that climate change is the biggest threat to national security. #ParisAttacks #Sanders #DemDebate
Holly500|8:09 PM - 14 Nov 2015|@CBS Cherry picked tweets. Hope @Twitter doesn't partner with another mainstream media outlet #DemDebate
mtimster|8:09 PM - 14 Nov 2015|#DemDebate watching CNN wax poetically about Hillary
Olllll_llllie|8:09 PM - 14 Nov 2015|Patrick Vieira takes a look around NY City s training ground after #DemnDebate #DemDebate #2A
ND4Bernie|8:09 PM - 14 Nov 2015|I'm for .@BernieSanders because... #DemDebate #DebateWithBernie .@People4Bernie pic.twitter.com/BVitDLhAgo
leophoward1989|8:09 PM - 14 Nov 2015|@Newsweek Congrts. @HillaryClinton U have already won. The #GOP as usual made FOOLS OF THEMSELVES. #DemDebate. pic.twitter.com/M4GNsBBjxj
BishoLorine|8:09 PM - 14 Nov 2015|#DemDebate #DemnDebate The Nick Saban-to-the-NFL chatter has begun. #2A
RussOnPolitics|8:09 PM - 14 Nov 2015|@Emma8432 I live in a small one bedroom and #ImWithHer. #DemDebate
brianna_denton_|8:09 PM - 14 Nov 2015|Pastor wife invasion: Fox News readers blame liberals for death of pastor s wife #DemnDebate #DemDebate #2A
mikeraia|8:09 PM - 14 Nov 2015|Kudos to @CBSNews for agile and responsive use of social media in tonight's #DemDebate.
mtnpoet|8:09 PM - 14 Nov 2015|Love the Question from #DemDebate - What crisis proves you were tested? Answers were all good by Candidates too.
CrankyTRex|8:09 PM - 14 Nov 2015|#DemDebate Summary: Bernie Sanders is a cartoon character. Hillary Clinton is still a witch. O'Malley who?
jack_tragic|8:09 PM - 14 Nov 2015|Well after #DemDebate it's pretty clear that the the clear winner is the @GOP!
PrestoVivace|8:09 PM - 14 Nov 2015|Who won the debate? please take our online poll, spike our numbers and let us charge advertisers more. #clickbait #DemDebate
Cooking4Bernie|8:09 PM - 14 Nov 2015|@realDonaldTrump says A former Democrat who got SOOO RICH on backs of Amer people & now has a reason to keep $$ from high tax #DemDebate
HilaryMilner|8:09 PM - 14 Nov 2015|#DemDebate. Bernie Sanders did great tonight and Hillary Clinton came second.  Either one of those will make a great American President
CarissaFrohock|8:09 PM - 14 Nov 2015|#DemnDebate New York, other US cities beef up security after Paris attacks #DemDebate #WakeUpAmerica
IndiaTrends247|8:09 PM - 14 Nov 2015|#SpiceCoastMarathon #AllStarsQuiz #MuslimsAreNotTerorist Kane Williamson #DemDebate pic.twitter.com/VtxC2hOfQq
People4Bernie|8:09 PM - 14 Nov 2015|Why do we continue to get ripped off by the drug companies? Because other candidates take their money. #DemDebate pic.twitter.com/A74ToDtslM
wildheart4vr|8:09 PM - 14 Nov 2015|@CBSThisMorning block grants aren't working in Kansas and to have a dual block grant system would cripple us #DemDebate
torystephens|8:09 PM - 14 Nov 2015|People are sick and tired of establishment politics and they want real change. Bernie Sanders #FeelTheBern #DemDebate
BanksterBot|8:09 PM - 14 Nov 2015|RT @JeanetteJing Hillary's awful record on the Iraq War and bankster crimes came back to haunt her in this debate #DemDebate
brianna_denton_|8:09 PM - 14 Nov 2015|#DemDebate #DemnDebate Spread Christmas joy with shoeboxes #pjnet
Funky_KaY1|8:09 PM - 14 Nov 2015|#DemnDebate NYPD beefing up security around New York City after Paris attacks #DemDebate #gop
BernPress|8:09 PM - 14 Nov 2015|@BernieTeachers This is an insult to those like me (from NYC) who endured the horror of the aftermath, and those who lost lives. #DemDebate
CarissaFrohock|8:09 PM - 14 Nov 2015|#DemDebate #DemnDebate Latest from Iran #teaparty
vickyroooy|8:09 PM - 14 Nov 2015|#DemDebate WH: We re Seeing Important Progress As a Result of Obama s Anti-ISIS Strategy #DemnDebate #gop
jocelyn528|8:09 PM - 14 Nov 2015|John Podesta has a little head and a big suit. #DemDebate @MSNBC
AmnaKhalid|8:09 PM - 14 Nov 2015|Race relations. Have to be honest this is awkward with all white peeps #DemDebate
TOfromthe360|8:09 PM - 14 Nov 2015|CNN: Hillary Hillary Hillary Hillary Hillary Hillary Hillary Hillary Hillary Hillary Hillary Hillary. Did mention Hillary? #DemDebate
MaryEMurphy4|8:09 PM - 14 Nov 2015|#DemDebate Thank you.  That was better than anything SNL could conjure up.
TrendTopicsUSA|8:09 PM - 14 Nov 2015|Memphis  1 #DemDebate 2 #GoTigersGo 3 #UFC193 4 Southern Miss 5 Stanford 6 Baylor 7 #ARKvsLSU 10 Tom Herman pic.twitter.com/LrRsA2ykQx
Pollitikat|8:09 PM - 14 Nov 2015|@HillaryClinton reason revolution never came is bcause you are the 1 you were waiting for, you can join @BernieSanders Revolution #DemDebate
omfgzorz|8:09 PM - 14 Nov 2015|#DemDebate Clinton clearly invoked 9/11 when defending her big donors. Such a weird thing to do. She got called out on it too.
jarrodmyrick|8:09 PM - 14 Nov 2015|who should run w h-rod #demdebate
ShaneyBeeBack|8:09 PM - 14 Nov 2015|It just realized. It's Saturday night in Hotlanta and I'm sitting at home watching the #DemDebate, drinking water. What's happened to me?!
KevinDriggers2|8:09 PM - 14 Nov 2015|I'm a bit surprised Bernie didn't mention Caesar's death during his regime change examples since he was there in the senate #old #DemDebate
tami8569|8:09 PM - 14 Nov 2015|#DemDebate #DemnDebate NYPD tightens security over Paris attacks #ccot
seyahce|8:09 PM - 14 Nov 2015|No pre-show and no-post show by #CBS is a missed opportunity.  Cable does the debates better.  #DemDebate
Emmyasourus|8:09 PM - 14 Nov 2015|Bernie is a superhero in disguise! Our soldiers and veterans are heroes needing a hero. Be their hero, @SenSanders #DemDebate #FeelTheBern
LightShineOn|8:09 PM - 14 Nov 2015|@FrankLuntz Huh?!? Surely you jest...didn't know you were such a Hillary fan. No more Kool-Aid for you! #DemDebate
RahneKallon|8:09 PM - 14 Nov 2015|Seriously @BernieSanders crushed that debate. Big time. #DemDebate #FeelTheBern
brianna_denton_|8:09 PM - 14 Nov 2015|#DemDebate #DemnDebate Ben Carson in response to Paris: Destroy them!  #ccot
KaLeeBunny|8:09 PM - 14 Nov 2015|@TheYoungTurks @cenkuygur she used to be a republican so she has those repub tricks in her arsenal always. #DemDebate #tytlive
heyy_rihanna|8:09 PM - 14 Nov 2015|Hillary was getting swung at from the left and right but she stood strong go @HillaryClinton #DemDebate
RomeoGucci|8:09 PM - 14 Nov 2015|#DemDebate.........The.......ClinTons.....Mobbed......Up........ pic.twitter.com/gSB3Bmu4oz
TimFullerton|8:09 PM - 14 Nov 2015|The difference between the GOP & #DemDebate is striking. A grown up debate with policy specifics & no fear mongering tonight. Refreshing.
MissShuganah|8:09 PM - 14 Nov 2015|I love @SenSanders but every time I see #feeltheBern, I can't help think, there's a cream for that.  Please change it. #demdebate
agonz808|8:09 PM - 14 Nov 2015|Hillary used 9/11 as an excuse for her being controlled by wall street. Shame on her. #DemDebate
dillonking55|8:09 PM - 14 Nov 2015|If you try looking up the definition for bland in the dictionary, it just has a picture of Martin O'Mally giving the thumbs up #DemDebate
babynick95|8:09 PM - 14 Nov 2015|As usual, @BernieSanders fucking SLAYED #DemDebate
BondTonyB0nd|8:09 PM - 14 Nov 2015|#DemDebate Ben Carson Getting No Sympathy From GOP Rivals #DemnDebate #tcot
hmaxwellpitts|8:09 PM - 14 Nov 2015|Doesn't it feel like @HillaryClinton gets her personality from software that's 20 years out of date? #DemDebate #HillaryClinton
maurykaplan|8:09 PM - 14 Nov 2015|@robcrilly You're right. Real debate not as good as a #GOPDebate mudslinging shout fest. #DemDebate!!
ryrog7|8:09 PM - 14 Nov 2015|1. Sanders 2. O'Malley 3. Clinton. Best quote: We got to take a break or the machine breaks down.  -Moderator #DemDebate
thotbetter|8:09 PM - 14 Nov 2015|When Clinton attempted to reform healthcare in the '90s, the insurance companies and Wall Street dragged her, hard. #DemDebate
ViroSciCollie|8:09 PM - 14 Nov 2015|We see you when you just start waving your hands and creating distractions @HillaryClinton #DemDebate
CameronW_1|8:09 PM - 14 Nov 2015|Honestly #DemDebate was a snooze fest. I love Hillary so much and want her to be president but I've seen rowdier PTA meetings.
DJKatKatKatie|8:09 PM - 14 Nov 2015|#DemnDebate NYPD Steps Up Security over Paris Attacks #DemDebate #RT
KyleS0ccer|8:09 PM - 14 Nov 2015|Country Bible Church to collect Operation Christmas Child boxes #DemnDebate #DemDebate #tcot
MikeGMcCarthy|8:09 PM - 14 Nov 2015|All the #DemDebate established is who will be patching up #POTUS problems.
jer_|8:09 PM - 14 Nov 2015|I say this despite the fact that HRC summoned up 9/11 repeatedly as a shield in a very Bushian way. #PrettyGross #DemDebate
BishoLorine|8:09 PM - 14 Nov 2015|#DemDebate #DemnDebate Obama Downplays ISIS Threat: We Have Contained Them  #RT
elizonthelam|8:09 PM - 14 Nov 2015|Really enjoyed following along with @FiveThirtyEight on the #DemDebate tonight. Now to go read all the suggested writings...
BeadzStudio|8:09 PM - 14 Nov 2015|@MartinOMalley I love it : Immigrant bashing carnival barker  That was a good one, I have to say!  #DemDebate #DemocraticDebate
ObamaSucksAnus|8:09 PM - 14 Nov 2015|@MeganSmiles More like first we'll make you so broke you'll want to die.  Then, we'll let Muslims kill you.  @horsesandhounds #DemDebate
nataliewsj|8:09 PM - 14 Nov 2015|Most engaged states on Facebook during the #DemDebate: 1. Vermont 2. New Hampshire  3. Iowa 4. Oregon 5. West Virginia
EricLacy|8:09 PM - 14 Nov 2015|I always think if I vote for Hillary I'm getting Bill, too. POTENTIAL as First Husband to get things done would be incredible. #DemDebate
Porter_2type|8:09 PM - 14 Nov 2015|#DemDebate #DemnDebate Donald Trump Facing Backlash over Comment About Ben Carson #tcot
BernieBrigade|8:09 PM - 14 Nov 2015|Who did better at the #DemDebate ?
bhewing1|8:09 PM - 14 Nov 2015|#DemDebate ...better suited for:
tmi3rd|8:09 PM - 14 Nov 2015|Shorter Martin O'Malley this evening: #DemDebate pic.twitter.com/fXXrsFTYhh
Olllll_llllie|8:09 PM - 14 Nov 2015|WATCH: The Moment This MSNBC Host Literally Jumps Out Of His Chair To Cheer On #DemnDebate #DemDebate #MakeDCListen
politicoamerica|8:09 PM - 14 Nov 2015|.@MarkHalperin @thefix @nytpolitics @nprpolitics Grade: @BernieSanders (A), @MartinOMalley (B+), @HillaryClinton (B-). #DemDebate #nprdebate
Guy_Scraper|8:09 PM - 14 Nov 2015|This debate. This is how you have a heated debate about policy without reaching for personal attacks. #DemDebate #DebateWithBernie
whoisagentzero|8:09 PM - 14 Nov 2015|After party: @MSNBC & @CNN - let's hear from 3 #HillaryClinton supporters and a republicans who won the #DemDebate. Whattya think?
De_Shaz|8:09 PM - 14 Nov 2015|@SpookyPoll @Tim_Batt @kimtish @POTUS #demdebate
ParnessRJ|8:09 PM - 14 Nov 2015|Overall no a bad debate but I still think I will stay with Bernie Sanders #DemDebate
Duffaluffaguss|8:09 PM - 14 Nov 2015|Can one of you just say you'll put me on your VP ticket so we can stop this already Martin O'Malley #demdebate
queenrinacat|8:09 PM - 14 Nov 2015|@BernieSanders, as always, emphasized economic reform, and came across as very much a man of the people. #DemDebate
TracyVanity|8:09 PM - 14 Nov 2015|@HillaryClinton proved she is more of the same. She is owned by the same people who backed Bush. She loves war mongering. #DemDebate
10_After|8:09 PM - 14 Nov 2015|Can I start a lawsuit to get back the college tuition I paid, if free school is going to be part of the new Social States? @greta #DemDebate
joshboardman13|8:09 PM - 14 Nov 2015|I see a lot of you saying you were underwhelmed by the candidates at the #DemDebate. It felt like a turning point to me. This ain't a game.
JamieSamy|8:09 PM - 14 Nov 2015|Trump : Paris attacks different if civilians had guns #DemnDebate #DemDebate #MakeDCListen
SheilaCorbett8|8:09 PM - 14 Nov 2015|Bernie's Talking Points have greatly influenced Hillary. Bernie realizes Wall Street's destructive power on our economy. #DemDebate
ds3kah|8:09 PM - 14 Nov 2015|No doubts it was @BernieSanders, @komonews #DemDebate we have to change the trajectory of the country.
nipponupdate|8:09 PM - 14 Nov 2015|#UFC193 , #DemDebate , Baylor , Baker Mayfield , #ARKvsLSU , #blueneighbourhood , #ThenIFellInLove , Tom Herman
Devin_Yat|8:09 PM - 14 Nov 2015|Student who threatened to shoot black University of Missouri students denied bail #DemnDebate #DemDebate #ccot
Porter_2type|8:09 PM - 14 Nov 2015|#DemDebate US strike kills Islamic State leader in Libya, Pentagon says #DemnDebate #MakeDCListen
easyabby_TV|8:09 PM - 14 Nov 2015|@MMFlint #DemDebate WE are the political #revolution! We have 11 months to rally convince and energize fellow citizens to VOTE Dems & Inds
hillarys_laugh|8:09 PM - 14 Nov 2015|Every time I laugh a part of my soul dies.  #DemDebate
kelly_c_roache|8:09 PM - 14 Nov 2015|On @CNN, @PaulBegala makes excellent pt Bernie needs to point to evidence Clinton is pro-Wall St-citing donations is insufficient #DemDebate
Patsy1207|8:09 PM - 14 Nov 2015|Very adult #DemDebate what date is #GOPDebate on CBS? Or would RW find real questions to painful?
zazahan1|8:09 PM - 14 Nov 2015|@ImpPolitics @BernieSanders of course Bernie. #FeelTheBern #DemDebate
starphotograph|8:08 PM - 14 Nov 2015|Interesting 2nd #DemDebate tonight :) @HillaryClinton @BernieSanders @MartinOMalley
Southern_man29|8:08 PM - 14 Nov 2015|@SpliffMeister So I'm getting high as fuk right and next thing I know I see my tweet on tv #DemDebate  lol high!! pic.twitter.com/txDY4AZwQ0
MyAlonsoWorld|8:08 PM - 14 Nov 2015|Will LGBT issues be never discussed again in a debate just because gay marriage is legal now? #DemDebate
FisherrrCaleb|8:08 PM - 14 Nov 2015|#DemnDebate Earnest speechless at Carson s claims of China involvement in Syria #DemDebate #teaparty
HillaryIn2016|8:08 PM - 14 Nov 2015|Hillary showed true leadership at tonight's #DemDebate. That foreign policy segment really put her over the top. #Hillary2016 #ImWithHer
pkni|8:08 PM - 14 Nov 2015|Criminal justice reform needs to addressed, especially the death penalty--again, unevenly applied to minorities. #DemDebate
PattiFromNYC|8:08 PM - 14 Nov 2015|After watching the #DemDebate it's pretty clear that either of the men would make a good VP under @HillaryClinton
andrewdoDC|8:08 PM - 14 Nov 2015|According to @Snapchat, people were tailgating the #DemDebate. Is this a thing?
ben_mishiev|8:08 PM - 14 Nov 2015|That Wall Street + 9/11 answer was the most suspect line of the night #DemDebate #RadioTalksDem
TabrisThe17th|8:08 PM - 14 Nov 2015|9/11 had nothing to do with Wall St. it was about murdering and tormenting Americans shame on @HillaryClinton #DemDebate #DebateWithBernie
QuinnMT37|8:08 PM - 14 Nov 2015|The only #Republican I might like more than @HillaryClinton that has a chance is @marcorubio. @realDonaldTrump is nuts. #DemDebate
99ermikeb|8:08 PM - 14 Nov 2015|I thought #CarlyFiorina looked better before she shaved her beard. She could probably grow it back in 2 - 3 weeks. Ya think? #DemDebate
onewisconsinnow|8:08 PM - 14 Nov 2015|Once again #demdebate puts #studentdebt front and center, while #GOPdebate has yet to make it an issue. #higherednotdebt
PAGilchrist|8:08 PM - 14 Nov 2015|Retweeted WIRED (@WIRED):  Hillary's top moment on Twitter: Defending Wall St. donations, and saying 60% of donors are women. #DemDebate
rscotthickle|8:08 PM - 14 Nov 2015|Rousey for President #DemDebate
TheBaltimoreCVS|8:08 PM - 14 Nov 2015|@brianfallon @FemMajority @GloriaSteinem @jlo @smrtgrls @katyperry  of #Sanders & #omalley condescending toward @HillaryClinton #DemDebate
